Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,x,,,,,x,,,x,,,Solarpotential 2011,http://www.opendata-hro.de/dataset/9d8d6332-2d39-408a-9cfb-c509961e2c3c,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML",d
,,,,,,x,,,,,,,,,,Unterkünfte,http://www.opendata-hro.de/dataset/f7e80691-34a5-4921-833d-b852efed871f,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,x,,,,,x,,,,,,,,,Europaparlamentswahl 2014,http://www.opendata-hro.de/dataset/f709d112-a2d1-4098-a8ca-41e364899490,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,,,,,,x,,x,,,Bäckereien,http://www.opendata-hro.de/dataset/91bf3ccf-3407-4766-a4d3-abd3684cd747,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,,,,x,,,,,,,Stadtbuslinien,http://www.opendata-hro.de/dataset/3f9c3016-fc26-40af-96d4-f9cd5037ca6d,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,,,,,,,x,,,,Behörden (nicht-kommunal),http://www.opendata-hro.de/dataset/bcc44f79-75bd-4aa7-b7f5-35097a62d9e6,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,,x,,,,,,,,,Bundestagswahl 2002,http://www.opendata-hro.de/dataset/e2ae83b6-9b9b-4f07-8399-35442395299c,odc-by,"CSV,XLSX,JSON",d
,,,,,x,,,,x,,,,,,,Taxistände,http://www.opendata-hro.de/dataset/ae5e53ed-3fda-495f-81ce-fe65163bf4c2,odc-by,"CSV,GEOJSON,KML,GML,WMS",d
,x,,,,x,x,,,,,,,,,,Baudenkmale,http://www.opendata-hro.de/dataset/78c98423-8d83-48db-ba8c-705ff1829d6e,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,x,x,,,,,,,x,,,,Rettungswachen,http://www.opendata-hro.de/dataset/613c98c1-2cc2-4bd1-b298-f3a9716c3755,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,x,,,,,,,Lichtsignalanlagen,http://www.opendata-hro.de/dataset/da57845f-ae51-41ca-944a-8f7beb132e8f,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,x,,,,,,,,,,Kleingartenanlagen,http://www.opendata-hro.de/dataset/4bdb38a2-ec28-415b-a486-31c6647773bc,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,x,,,,,,,x,,x,,,Blutspendeeinrichtungen,http://www.opendata-hro.de/dataset/1bc67d41-8996-4018-b9e0-eafc16971415,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
